reviewerID	asin	overall	label	reviewTime
14643	3839	3.0	1	2011-03-05
14644	3839	5.0	1	2011-03-02
14645	3839	4.0	1	2011-03-01
11924	3839	5.0	1	2011-02-28
14646	3839	3.0	1	2011-02-17
14647	3839	5.0	1	2011-02-16
14648	3839	3.0	1	2011-02-15
14649	3839	3.0	1	2011-02-14
14650	3839	5.0	1	2011-02-13
14651	3839	5.0	1	2011-02-12
10307	3839	3.0	1	2011-02-12
14652	3839	4.0	1	2011-01-27
14653	3839	5.0	1	2011-01-25
11928	3839	4.0	1	2011-01-24
14654	3839	4.0	1	2011-01-20
14655	3839	5.0	1	2011-01-13
14656	3839	4.0	1	2010-12-17
14657	3839	1.0	1	2010-12-11
7583	3839	5.0	1	2010-12-11
14658	3839	4.0	1	2010-11-27
7913	3839	5.0	1	2010-11-19
14659	3839	4.0	1	2010-11-17
7688	3839	4.0	1	2010-11-09
7808	3839	3.0	1	2010-10-16
7764	3839	3.0	1	2010-10-06
14660	3839	3.0	1	2010-09-24
14661	3839	1.0	1	2010-09-21
14662	3839	2.0	1	2010-09-03
10333	3839	2.0	1	2010-09-03
14663	3839	2.0	1	2010-08-24
14664	3839	4.0	1	2010-08-07
14665	3839	4.0	1	2010-08-03
14666	3839	5.0	1	2010-07-23
7824	3839	4.0	1	2010-07-23
12037	3839	4.0	1	2010-07-22
7843	3839	4.0	1	2010-06-13
14667	3839	4.0	1	2010-05-29
14668	3839	2.0	1	2010-05-16
14669	3839	4.0	1	2010-05-12
14670	3839	4.0	1	2010-05-03
14671	3839	3.0	1	2010-03-29
8358	3839	3.0	1	2010-03-27
14672	3839	4.0	1	2010-03-14
14673	3839	4.0	1	2010-03-07
7907	3839	5.0	1	2010-03-05
7908	3839	4.0	1	2010-03-05
12030	3839	2.0	1	2010-03-03
14674	3839	5.0	1	2010-02-28
10927	3839	4.0	1	2010-02-28
5654	3839	5.0	1	2010-02-26
10637	3839	2.0	1	2010-02-16
14675	3839	4.0	1	2010-02-14
14676	3839	2.0	1	2010-02-10
14677	3839	1.0	1	2010-02-02
14678	3839	5.0	1	2010-01-30
14679	3839	3.0	1	2010-01-26
7970	3839	4.0	1	2010-01-20
14680	3839	5.0	1	2009-12-20
10101	3839	3.0	1	2009-12-05
14681	3839	3.0	1	2009-12-03
14682	3839	5.0	1	2009-12-02
14683	3839	3.0	1	2009-11-24
8758	3839	1.0	1	2009-11-01
7697	3839	1.0	1	2009-10-13
8225	3839	4.0	1	2009-10-08
14684	3839	5.0	1	2009-10-04
10932	3839	4.0	1	2009-09-28
14685	3839	4.0	1	2009-08-31
12064	3839	2.0	1	2009-08-22
10940	3839	5.0	1	2009-08-22
14686	3839	4.0	1	2009-08-12
14687	3839	3.0	1	2009-07-08
14688	3839	4.0	1	2009-07-03
14689	3839	5.0	1	2009-06-27
14690	3839	4.0	1	2009-06-02
14691	3839	2.0	1	2009-05-12
14692	3839	3.0	1	2009-05-05
14693	3839	3.0	1	2009-05-02
14694	3839	3.0	1	2009-04-22
14695	3839	4.0	1	2009-04-12
14696	3839	3.0	1	2009-04-09
14697	3839	4.0	1	2009-03-16
14698	3839	4.0	1	2009-03-12
10252	3839	3.0	1	2009-03-02
14699	3839	4.0	1	2009-02-23
14700	3839	5.0	1	2009-02-19
12118	3839	3.0	1	2009-02-15
14701	3839	3.0	1	2009-01-25
14702	3839	3.0	1	2009-01-21
14703	3839	4.0	1	2009-01-16
10108	3839	4.0	1	2009-01-15
14704	3839	3.0	1	2009-01-04
14705	3839	4.0	1	2008-12-27
14706	3839	4.0	1	2008-12-22
14707	3839	3.0	1	2008-12-21
14708	3839	4.0	1	2008-11-17
14709	3839	5.0	1	2008-11-11
14710	3839	5.0	1	2008-10-23
14711	3839	4.0	1	2008-10-17
14712	3839	2.0	1	2008-10-04
8149	3839	4.0	1	2008-09-29
14713	3839	4.0	1	2008-09-21
8048	3839	2.0	1	2008-09-19
14714	3839	5.0	1	2008-09-17
8087	3839	3.0	1	2008-09-16
14715	3839	4.0	1	2008-09-07
8158	3839	2.0	1	2008-07-29
12120	3839	2.0	1	2008-07-29
14716	3839	4.0	1	2008-07-19
14717	3839	4.0	1	2008-07-10
14718	3839	5.0	1	2008-07-10
14719	3839	4.0	1	2008-07-06
14720	3839	1.0	1	2008-05-31
14721	3839	4.0	1	2008-05-22
14722	3839	4.0	1	2008-05-05
14723	3839	4.0	1	2008-04-17
8195	3839	2.0	1	2008-04-03
14724	3839	5.0	1	2008-04-01
14725	3839	1.0	1	2008-03-25
14726	3839	5.0	1	2008-03-20
14727	3839	3.0	1	2008-03-14
14728	3839	4.0	1	2008-02-22
14729	3839	4.0	1	2008-02-16
8226	3839	4.0	1	2008-02-14
14730	3839	5.0	1	2008-01-13
14731	3839	4.0	1	2007-11-24
8205	3839	4.0	1	2007-11-23
14732	3839	3.0	1	2007-11-20
14733	3839	5.0	1	2007-10-16
8232	3839	5.0	1	2007-09-18
14734	3839	4.0	1	2007-09-02
14735	3839	4.0	1	2007-08-27
11603	3839	3.0	1	2007-08-15
14736	3839	3.0	1	2007-08-10
14737	3839	4.0	1	2007-08-06
14738	3839	1.0	1	2007-08-01
14739	3839	2.0	1	2007-07-21
14740	3839	5.0	1	2007-07-18
14741	3839	5.0	1	2007-07-09
8228	3839	5.0	1	2007-06-28
8252	3839	3.0	1	2007-06-09
14742	3839	5.0	1	2007-06-09
8085	3839	4.0	1	2007-06-02
14743	3839	1.0	1	2007-06-01
14744	3839	1.0	1	2007-05-16
14745	3839	5.0	1	2007-05-11
12179	3839	4.0	1	2007-05-10
14746	3839	4.0	1	2007-03-27
12183	3839	4.0	1	2007-03-26
8099	3839	1.0	1	2007-03-20
14747	3839	4.0	1	2007-03-19
10741	3839	5.0	1	2007-03-09
14748	3839	5.0	1	2007-03-06
8261	3839	4.0	1	2007-02-26
8262	3839	4.0	1	2007-02-15
8199	3839	4.0	1	2007-02-03
12186	3839	4.0	1	2007-01-28
14749	3839	3.0	1	2006-12-10
12185	3839	4.0	1	2006-11-13
8259	3839	4.0	1	2006-11-04
14750	3839	5.0	1	2006-11-01
14751	3839	5.0	1	2006-09-21
14752	3839	5.0	1	2006-09-02
14753	3839	4.0	1	2006-07-17
14754	3839	5.0	1	2006-07-09
8278	3839	5.0	1	2006-05-17
14755	3839	5.0	1	2006-04-03
14756	3839	4.0	1	2005-09-15
14757	3839	5.0	1	2005-08-18
14758	3839	5.0	1	2005-06-24
14759	4177	1.0	-1	2012-09-02
14760	4177	4.0	-1	2013-09-13
14761	4177	4.0	-1	2012-01-26
14762	4177	4.0	-1	2011-08-10
14763	4177	5.0	-1	2012-05-17
14764	4177	5.0	-1	2010-03-11
14765	4177	3.0	1	2014-10-15
14766	4177	4.0	1	2014-10-04
14767	4177	5.0	1	2014-09-21
14768	4177	5.0	1	2014-09-19
14769	4177	4.0	1	2014-09-06
14770	4177	4.0	1	2014-08-22
14771	4177	2.0	1	2014-08-11
14772	4177	2.0	1	2014-08-10
14773	4177	5.0	1	2014-08-06
14774	4177	4.0	1	2014-08-05
14775	4177	4.0	1	2014-07-28
14776	4177	4.0	1	2014-06-15
14777	4177	3.0	1	2014-06-01
14778	4177	5.0	1	2014-05-11
14779	4177	5.0	1	2013-09-24
14780	4177	5.0	1	2013-09-05
14781	4177	4.0	1	2013-09-01
14782	4177	3.0	1	2013-08-09
14783	4177	4.0	1	2013-08-07
14784	4177	5.0	1	2013-06-29
14785	4177	3.0	1	2013-06-08
14786	4177	5.0	1	2013-05-18
14787	4177	1.0	1	2013-04-09
14788	4177	5.0	1	2012-10-25
14789	4177	2.0	1	2012-10-20
14790	4177	4.0	1	2012-10-04
14791	4177	3.0	1	2012-08-22
14792	4177	3.0	1	2012-08-16
14793	4177	4.0	1	2012-08-13
14794	4177	4.0	1	2012-07-14
14795	4177	5.0	1	2012-04-07
14796	4177	4.0	1	2012-02-06
14797	4177	5.0	1	2012-01-27
14798	4177	4.0	1	2012-01-15
14799	4177	3.0	1	2011-07-09
14800	4177	3.0	1	2011-05-21
14801	4177	4.0	1	2010-11-15
14802	4177	4.0	1	2010-10-18
14803	4177	3.0	1	2010-09-07
14804	4177	4.0	1	2010-08-10
14805	4177	5.0	1	2010-07-12
14806	4177	4.0	1	2010-07-01
14807	4177	5.0	1	2010-02-08
8023	4177	4.0	1	2009-09-07
14808	4177	5.0	1	2009-07-21
14809	4177	4.0	1	2009-06-28
14810	4177	4.0	1	2009-04-01
14811	4177	5.0	1	2007-05-09
14812	82	1.0	-1	2012-07-11
14813	82	1.0	-1	2011-12-02
14814	82	2.0	-1	2012-01-15
14815	82	3.0	-1	2011-09-20
14816	82	5.0	-1	2011-06-07
14817	82	3.0	1	2014-07-21
14818	82	1.0	1	2014-03-03
14819	82	5.0	1	2014-02-08
14820	82	3.0	1	2011-12-15
14821	82	1.0	1	2010-10-17
8076	82	2.0	1	2009-05-05
14822	84	1.0	-1	2010-11-01
14823	84	3.0	-1	2014-01-16
14824	84	4.0	-1	2014-06-21
14825	84	4.0	-1	2013-08-16
14826	84	4.0	-1	2011-11-11
14827	84	5.0	-1	2013-07-22
14828	84	5.0	-1	2011-12-03
14829	84	5.0	-1	2011-07-17
14830	84	5.0	-1	2011-01-30
14831	84	5.0	-1	2011-01-28
14832	84	5.0	-1	2010-11-08
14833	84	1.0	1	2014-12-10
10508	84	5.0	1	2014-11-21
14834	84	4.0	1	2014-11-15
14835	84	4.0	1	2014-08-25
14836	84	4.0	1	2014-08-11
14837	84	2.0	1	2014-07-26
14838	84	4.0	1	2014-06-05
14839	84	5.0	1	2014-05-24
5468	84	5.0	1	2014-05-19
14840	84	4.0	1	2014-03-20
14841	84	2.0	1	2014-03-01
14842	84	5.0	1	2014-02-16
14843	84	5.0	1	2014-01-19
14844	84	5.0	1	2014-01-08
5169	84	5.0	1	2014-01-01
14845	84	5.0	1	2013-12-19
14846	84	5.0	1	2013-03-14
14847	84	5.0	1	2013-01-10
10624	84	5.0	1	2013-01-06
14848	84	5.0	1	2012-09-18
14849	84	5.0	1	2012-05-09
14850	84	3.0	1	2012-03-10
10576	84	3.0	1	2012-02-08
14851	84	3.0	1	2011-11-08
14852	84	3.0	1	2011-09-27
14853	84	5.0	1	2011-08-02
14854	84	5.0	1	2011-04-30
5170	84	5.0	1	2010-12-01
14855	84	5.0	1	2009-12-21
11209	84	3.0	1	2009-10-02
5132	1676	1.0	-1	2014-04-09
5133	1676	2.0	-1	2013-07-23
14856	1676	5.0	-1	2010-12-30
14857	1676	5.0	-1	2009-09-02
14858	1676	3.0	1	2014-09-07
12507	1676	3.0	1	2014-02-20
14859	1676	5.0	1	2013-02-07
7473	1676	4.0	1	2012-08-04
14860	1676	5.0	1	2012-04-07
14861	1676	4.0	1	2011-06-01
14862	87	1.0	-1	2011-05-11
14863	87	3.0	-1	2012-12-03
14864	87	4.0	-1	2014-11-26
14865	87	4.0	-1	2014-11-02
12275	87	4.0	-1	2014-06-11
14866	87	4.0	-1	2014-02-13
14867	87	4.0	-1	2013-07-06
14868	87	4.0	-1	2012-05-04
14869	87	4.0	-1	2012-02-28
14870	87	4.0	-1	2011-11-26
14871	87	4.0	-1	2011-07-17
14872	87	4.0	-1	2011-06-25
14873	87	4.0	-1	2011-05-03
14874	87	4.0	-1	2011-03-28
14875	87	4.0	-1	2010-09-26
14876	87	5.0	-1	2014-09-03
14877	87	5.0	-1	2014-06-01
14878	87	5.0	-1	2014-05-04
14879	87	5.0	-1	2014-02-13
14880	87	5.0	-1	2013-12-29
14881	87	5.0	-1	2013-11-30
14882	87	5.0	-1	2013-08-31
14883	87	5.0	-1	2013-06-01
14884	87	5.0	-1	2013-05-02
14885	87	5.0	-1	2013-04-09
14886	87	5.0	-1	2013-02-20
14887	87	5.0	-1	2013-02-17
14888	87	5.0	-1	2012-12-24
14889	87	5.0	-1	2012-11-27
14890	87	5.0	-1	2012-10-05
14891	87	5.0	-1	2012-07-23
14892	87	5.0	-1	2012-07-06
14893	87	5.0	-1	2012-04-24
14894	87	5.0	-1	2012-04-02
14895	87	5.0	-1	2012-03-24
14896	87	5.0	-1	2012-02-08
14897	87	5.0	-1	2011-12-21
14898	87	5.0	-1	2011-11-21
14899	87	5.0	-1	2011-11-16
14900	87	5.0	-1	2011-09-02
14901	87	5.0	-1	2011-08-19
14902	87	5.0	-1	2011-08-09
14903	87	5.0	-1	2011-07-02
14904	87	5.0	-1	2011-05-25
14905	87	5.0	-1	2011-05-16
14906	87	5.0	-1	2011-04-15
14907	87	5.0	-1	2011-03-14
14908	87	5.0	-1	2011-01-26
14909	87	5.0	-1	2011-01-01
14910	87	5.0	-1	2011-01-01
14911	87	5.0	-1	2010-11-18
14912	87	5.0	-1	2010-10-07
14913	87	5.0	-1	2010-09-28
14914	87	5.0	-1	2010-05-17
14915	87	5.0	-1	2010-05-08
14916	87	5.0	-1	2010-04-14
14917	87	4.0	1	2015-01-03
14918	87	5.0	1	2014-12-27
14919	87	4.0	1	2014-12-23
14920	87	4.0	1	2014-12-09
14921	87	4.0	1	2014-12-05
14922	87	5.0	1	2014-12-05
14923	87	5.0	1	2014-12-02
9591	87	1.0	1	2014-11-12
9251	87	5.0	1	2014-10-31
14924	87	4.0	1	2014-10-11
14925	87	5.0	1	2014-10-03
14926	87	5.0	1	2014-09-29
11064	87	5.0	1	2014-09-21
14927	87	1.0	1	2014-09-06
14928	87	5.0	1	2014-08-25
14929	87	5.0	1	2014-08-19
14930	87	5.0	1	2014-08-10
14931	87	5.0	1	2014-08-07
14932	87	4.0	1	2014-08-03
14933	87	5.0	1	2014-07-26
14934	87	5.0	1	2014-07-20
14935	87	5.0	1	2014-07-11
14936	87	3.0	1	2014-07-10
14937	87	5.0	1	2014-06-30
14938	87	5.0	1	2014-06-26
6575	87	5.0	1	2014-06-23
14939	87	4.0	1	2014-06-04
9422	87	4.0	1	2014-05-14
14940	87	5.0	1	2014-05-14
14941	87	5.0	1	2014-05-13
14942	87	5.0	1	2014-05-07
14943	87	5.0	1	2014-05-07
14944	87	5.0	1	2014-05-04
14945	87	4.0	1	2014-04-03
14946	87	2.0	1	2014-03-23
14947	87	5.0	1	2014-03-01
14948	87	3.0	1	2014-02-24
14949	87	5.0	1	2014-02-21
14950	87	3.0	1	2014-02-03
14951	87	3.0	1	2014-01-31
14952	87	5.0	1	2014-01-20
14174	87	4.0	1	2014-01-05
14953	87	5.0	1	2013-12-29
14954	87	5.0	1	2013-12-13
14955	87	5.0	1	2013-12-10
14956	87	4.0	1	2013-11-18
14957	87	4.0	1	2013-10-25
14958	87	4.0	1	2013-09-26
14959	87	5.0	1	2013-09-15
5496	87	5.0	1	2013-08-28
14960	87	5.0	1	2013-08-28
14961	87	4.0	1	2013-08-23
14962	87	4.0	1	2013-08-23
14963	87	5.0	1	2013-08-20
14964	87	5.0	1	2013-08-14
14965	87	2.0	1	2013-07-13
14966	87	2.0	1	2013-07-09
14967	87	1.0	1	2013-07-06
9628	87	5.0	1	2013-06-28
14968	87	5.0	1	2013-06-26
14969	87	5.0	1	2013-06-16
14970	87	5.0	1	2013-06-11
14971	87	5.0	1	2013-06-08
14972	87	5.0	1	2013-05-30
14973	87	5.0	1	2013-05-25
14974	87	5.0	1	2013-05-20
14975	87	4.0	1	2013-05-13
14976	87	5.0	1	2013-05-11
14977	87	5.0	1	2013-04-29
14978	87	5.0	1	2013-04-28
14979	87	4.0	1	2013-04-20
14980	87	4.0	1	2013-04-18
14981	87	4.0	1	2013-04-13
14982	87	5.0	1	2013-04-11
13862	87	4.0	1	2013-04-05
14983	87	4.0	1	2013-03-27
14984	87	5.0	1	2013-03-23
14985	87	5.0	1	2013-03-21
14986	87	4.0	1	2013-03-17
14987	87	5.0	1	2013-03-16
14988	87	5.0	1	2013-03-03
14989	87	5.0	1	2013-03-03
14990	87	1.0	1	2013-03-01
14991	87	1.0	1	2013-02-28
14992	87	5.0	1	2013-02-21
14993	87	5.0	1	2013-02-20
14994	87	4.0	1	2013-02-09
11155	87	4.0	1	2013-01-31
14995	87	5.0	1	2013-01-29
14996	87	5.0	1	2013-01-14
14997	87	5.0	1	2012-12-13
14998	87	4.0	1	2012-12-09
14999	87	5.0	1	2012-12-02
11114	87	4.0	1	2012-12-02
15000	87	5.0	1	2012-12-02
15001	87	5.0	1	2012-11-29
15002	87	2.0	1	2012-11-29
15003	87	5.0	1	2012-11-27
15004	87	5.0	1	2012-10-31
15005	87	5.0	1	2012-10-22
15006	87	5.0	1	2012-10-15
15007	87	5.0	1	2012-09-29
15008	87	5.0	1	2012-09-26
15009	87	1.0	1	2012-09-17
15010	87	4.0	1	2012-09-16
11234	87	4.0	1	2012-08-30
15011	87	5.0	1	2012-08-29
15012	87	3.0	1	2012-08-27
15013	87	5.0	1	2012-08-21
15014	87	5.0	1	2012-08-17
15015	87	5.0	1	2012-08-11
15016	87	4.0	1	2012-08-11
15017	87	4.0	1	2012-07-29
15018	87	4.0	1	2012-07-28
15019	87	3.0	1	2012-07-24
15020	87	5.0	1	2012-07-15
15021	87	5.0	1	2012-07-14
15022	87	5.0	1	2012-07-14
15023	87	5.0	1	2012-06-08
15024	87	3.0	1	2012-06-04
15025	87	1.0	1	2012-05-23
15026	87	4.0	1	2012-05-16
15027	87	5.0	1	2012-05-06
15028	87	3.0	1	2012-04-29
15029	87	4.0	1	2012-04-24
15030	87	4.0	1	2012-04-22
15031	87	3.0	1	2012-04-21
13294	87	5.0	1	2012-04-18
15032	87	4.0	1	2012-04-15
15033	87	1.0	1	2012-04-15
15034	87	5.0	1	2012-04-12
15035	87	5.0	1	2012-04-06
15036	87	5.0	1	2012-04-05
15037	87	4.0	1	2012-04-03
15038	87	5.0	1	2012-04-03
15039	87	4.0	1	2012-03-22
15040	87	5.0	1	2012-03-22
15041	87	4.0	1	2012-03-16
15042	87	5.0	1	2012-03-08
15043	87	5.0	1	2012-03-01
15044	87	4.0	1	2012-02-20
15045	87	5.0	1	2012-01-28
15046	87	5.0	1	2012-01-28
15047	87	5.0	1	2012-01-22
15048	87	5.0	1	2012-01-21
15049	87	5.0	1	2012-01-07
15050	87	4.0	1	2011-12-19
15051	87	5.0	1	2011-12-17
9284	87	4.0	1	2011-11-26
15052	87	4.0	1	2011-11-25
15053	87	5.0	1	2011-11-22
15054	87	5.0	1	2011-11-14
15055	87	5.0	1	2011-11-01
15056	87	5.0	1	2011-10-24
15057	87	5.0	1	2011-09-17
15058	87	5.0	1	2011-09-02
15059	87	1.0	1	2011-09-02
15060	87	5.0	1	2011-09-01
15061	87	5.0	1	2011-08-20
15062	87	4.0	1	2011-08-09
15063	87	4.0	1	2011-08-09
15064	87	5.0	1	2011-07-23
15065	87	5.0	1	2011-07-16
15066	87	5.0	1	2011-07-15
15067	87	5.0	1	2011-06-21
15068	87	2.0	1	2011-06-19
15069	87	3.0	1	2011-06-17
15070	87	5.0	1	2011-06-10
15071	87	5.0	1	2011-05-30
15072	87	4.0	1	2011-05-28
15073	87	5.0	1	2011-05-26
15074	87	5.0	1	2011-04-25
15075	87	5.0	1	2011-04-23
15076	87	4.0	1	2011-04-05
15077	87	3.0	1	2011-04-04
15078	87	5.0	1	2011-03-14
15079	87	4.0	1	2011-02-22
15080	87	4.0	1	2011-02-15
9349	87	5.0	1	2011-01-31
15081	87	5.0	1	2011-01-24
15082	87	4.0	1	2011-01-18
15083	87	4.0	1	2011-01-08
9764	87	5.0	1	2011-01-04
15084	87	5.0	1	2011-01-03
15085	87	5.0	1	2010-12-19
15086	87	5.0	1	2010-12-19
9739	87	5.0	1	2010-12-11
15087	87	5.0	1	2010-12-10
15088	87	5.0	1	2010-11-27
15089	87	5.0	1	2010-11-03
15090	87	5.0	1	2010-10-18
15091	87	4.0	1	2010-10-14
15092	87	5.0	1	2010-10-13
15093	87	5.0	1	2010-10-08
15094	87	3.0	1	2010-09-28
15095	87	5.0	1	2010-09-20
15096	87	4.0	1	2010-07-29
15097	87	4.0	1	2010-06-07
15098	87	5.0	1	2010-05-27
